gap_center,bird_y,dx,rel_pos,activations,total_activation,max_channel
80.0,60.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0, 0.0]",2.2350000000000003,1
80.0,60.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0]",2.2350000000000003,2
80.0,60.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0]",2.2350000000000003,2
80.0,80.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
80.0,80.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
80.0,80.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
80.0,100.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0, 0.0]",2.2350000000000003,1
80.0,100.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0]",2.2350000000000003,2
80.0,100.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0]",2.2350000000000003,2
80.0,120.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.40499999999999997, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,1
80.0,120.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.40499999999999997, 0.0, 0.0, 1.0]",2.4050000000000002,2
80.0,120.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.40499999999999997, 0.0, 0.0, 1.0]",2.4050000000000002,2
80.0,140.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.575, 0.0, 0.0, 0.8300000000000001, 0.0]",2.4050000000000002,1
80.0,140.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.575, 0.0, 0.0, 0.8300000000000001]",2.4050000000000002,2
80.0,140.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.575, 0.0, 0.0, 0.8300000000000001]",2.4050000000000002,2
80.0,160.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.745, 0.0, 0.0, 0.6599999999999999, 0.0]",2.405,1
80.0,160.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.745, 0.0, 0.0, 0.6599999999999999]",2.4050000000000002,2
80.0,160.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.745, 0.0, 0.0, 0.6599999999999999]",2.4050000000000002,2
80.0,180.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.915, 0.0, 0.0, 0.49, 0.0]",2.4050000000000002,1
80.0,180.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.915, 0.0, 0.0, 0.49]",2.4050000000000002,2
80.0,180.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.915, 0.0, 0.0, 0.49]",2.4050000000000002,2
80.0,200.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.32, 0.0]",2.3200000000000003,1
80.0,200.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.32]",2.32,2
80.0,200.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.32]",2.32,2
80.0,220.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0]",2.15,1
80.0,220.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
80.0,220.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
80.0,240.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0]",2.15,1
80.0,240.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
80.0,240.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
80.0,260.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.32, 0.0]",2.3200000000000003,1
80.0,260.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.32]",2.32,2
80.0,260.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.32]",2.32,2
80.0,280.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.49, 0.0]",2.49,1
80.0,280.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.49]",2.49,2
80.0,280.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.49]",2.49,2
80.0,300.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.6599999999999999, 0.0]",2.66,1
80.0,300.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.6599999999999999]",2.66,2
80.0,300.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.6599999999999999]",2.66,2
80.0,320.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.8300000000000001, 0.0]",2.83,1
80.0,320.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.8300000000000001]",2.83,2
80.0,320.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.8300000000000001]",2.83,2
80.0,340.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",3.0,1
80.0,340.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",3.0,2
80.0,340.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",3.0,2
97.14285714285714,60.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.38071428571428567, 0.0, 0.0, 1.0, 0.0]",2.380714285714286,1
97.14285714285714,60.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.38071428571428567, 0.0, 0.0, 1.0]",2.380714285714286,2
97.14285714285714,60.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.38071428571428567, 0.0, 0.0, 1.0]",2.380714285714286,2
97.14285714285714,80.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.2107142857142857, 0.0, 0.0, 1.0, 0.0]",2.2107142857142854,1
97.14285714285714,80.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.2107142857142857, 0.0, 0.0, 1.0]",2.2107142857142854,2
97.14285714285714,80.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.2107142857142857, 0.0, 0.0, 1.0]",2.2107142857142854,2
97.14285714285714,100.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
97.14285714285714,100.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
97.14285714285714,100.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
97.14285714285714,120.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.25928571428571434, 0.0, 0.0, 1.0, 0.0]",2.2592857142857143,1
97.14285714285714,120.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.25928571428571434, 0.0, 0.0, 1.0]",2.2592857142857143,2
97.14285714285714,120.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.25928571428571434, 0.0, 0.0, 1.0]",2.2592857142857143,2
97.14285714285714,140.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.4292857142857143, 0.0, 0.0, 0.9757142857142858, 0.0]",2.4050000000000002,1
97.14285714285714,140.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.4292857142857143, 0.0, 0.0, 0.9757142857142858]",2.4050000000000002,2
97.14285714285714,140.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.4292857142857143, 0.0, 0.0, 0.9757142857142858]",2.4050000000000002,2
97.14285714285714,160.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.5992857142857143, 0.0, 0.0, 0.8057142857142856, 0.0]",2.405,1
97.14285714285714,160.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.5992857142857143, 0.0, 0.0, 0.8057142857142856]",2.405,2
97.14285714285714,160.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.5992857142857143, 0.0, 0.0, 0.8057142857142856]",2.405,2
97.14285714285714,180.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.7692857142857144, 0.0, 0.0, 0.6357142857142857, 0.0]",2.4050000000000002,1
97.14285714285714,180.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.7692857142857144, 0.0, 0.0, 0.6357142857142857]",2.4050000000000002,2
97.14285714285714,180.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.7692857142857144, 0.0, 0.0, 0.6357142857142857]",2.4050000000000002,2
97.14285714285714,200.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.9392857142857143, 0.0, 0.0, 0.46571428571428564, 0.0]",2.405,1
97.14285714285714,200.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9392857142857143, 0.0, 0.0, 0.46571428571428564]",2.405,2
97.14285714285714,200.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9392857142857143, 0.0, 0.0, 0.46571428571428564]",2.405,2
97.14285714285714,220.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.29571428571428565, 0.0]",2.2957142857142854,1
97.14285714285714,220.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.29571428571428565]",2.295714285714286,2
97.14285714285714,220.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.29571428571428565]",2.295714285714286,2
97.14285714285714,240.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0]",2.15,1
97.14285714285714,240.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
97.14285714285714,240.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
97.14285714285714,260.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.17428571428571432, 0.0]",2.1742857142857144,1
97.14285714285714,260.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.17428571428571432]",2.1742857142857144,2
97.14285714285714,260.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.17428571428571432]",2.1742857142857144,2
97.14285714285714,280.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.3442857142857143, 0.0]",2.3442857142857143,1
97.14285714285714,280.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.3442857142857143]",2.3442857142857143,2
97.14285714285714,280.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.3442857142857143]",2.3442857142857143,2
97.14285714285714,300.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5142857142857143, 0.0]",2.5142857142857142,1
97.14285714285714,300.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5142857142857143]",2.5142857142857142,2
97.14285714285714,300.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5142857142857143]",2.5142857142857142,2
97.14285714285714,320.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.6842857142857143, 0.0]",2.684285714285714,1
97.14285714285714,320.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.6842857142857143]",2.684285714285714,2
97.14285714285714,320.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.6842857142857143]",2.684285714285714,2
97.14285714285714,340.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.8542857142857143, 0.0]",2.854285714285714,1
97.14285714285714,340.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.8542857142857143]",2.854285714285714,2
97.14285714285714,340.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.8542857142857143]",2.854285714285714,2
114.28571428571428,60.0,50.0,aligned,"[0.0, 0.8785714285714287, 0.0, 0.0, 0.5264285714285714, 0.0, 0.0, 1.0, 0.0]",2.405,7
114.28571428571428,60.0,100.0,aligned,"[0.0, 0.0, 0.8785714285714287, 0.0, 0.0, 0.5264285714285714, 0.0, 0.0, 1.0]",2.4050000000000002,8
114.28571428571428,60.0,150.0,aligned,"[0.0, 0.0, 0.8785714285714287, 0.0, 0.0, 0.5264285714285714, 0.0, 0.0, 1.0]",2.4050000000000002,8
114.28571428571428,80.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.3564285714285713, 0.0, 0.0, 1.0, 0.0]",2.3564285714285713,1
114.28571428571428,80.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3564285714285713, 0.0, 0.0, 1.0]",2.3564285714285713,2
114.28571428571428,80.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3564285714285713, 0.0, 0.0, 1.0]",2.3564285714285713,2
114.28571428571428,100.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.18642857142857133, 0.0, 0.0, 1.0, 0.0]",2.1864285714285714,1
114.28571428571428,100.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.18642857142857133, 0.0, 0.0, 1.0]",2.1864285714285714,2
114.28571428571428,100.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.18642857142857133, 0.0, 0.0, 1.0]",2.1864285714285714,2
114.28571428571428,120.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
114.28571428571428,120.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
114.28571428571428,120.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
114.28571428571428,140.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.28357142857142864, 0.0, 0.0, 1.0, 0.0]",2.2835714285714284,1
114.28571428571428,140.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.28357142857142864, 0.0, 0.0, 1.0]",2.2835714285714284,2
114.28571428571428,140.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.28357142857142864, 0.0, 0.0, 1.0]",2.2835714285714284,2
114.28571428571428,160.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.4535714285714286, 0.0, 0.0, 0.9514285714285713, 0.0]",2.405,1
114.28571428571428,160.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.4535714285714286, 0.0, 0.0, 0.9514285714285713]",2.4050000000000002,2
114.28571428571428,160.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.4535714285714286, 0.0, 0.0, 0.9514285714285713]",2.4050000000000002,2
114.28571428571428,180.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.6235714285714287, 0.0, 0.0, 0.7814285714285714, 0.0]",2.4050000000000002,1
114.28571428571428,180.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6235714285714287, 0.0, 0.0, 0.7814285714285714]",2.4050000000000002,2
114.28571428571428,180.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6235714285714287, 0.0, 0.0, 0.7814285714285714]",2.4050000000000002,2
114.28571428571428,200.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.7935714285714286, 0.0, 0.0, 0.6114285714285714, 0.0]",2.4050000000000002,1
114.28571428571428,200.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.7935714285714286, 0.0, 0.0, 0.6114285714285714]",2.4050000000000002,2
114.28571428571428,200.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.7935714285714286, 0.0, 0.0, 0.6114285714285714]",2.4050000000000002,2
114.28571428571428,220.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.9635714285714286, 0.0, 0.0, 0.44142857142857134, 0.0]",2.4050000000000002,1
114.28571428571428,220.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9635714285714286, 0.0, 0.0, 0.44142857142857134]",2.405,2
114.28571428571428,220.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9635714285714286, 0.0, 0.0, 0.44142857142857134]",2.405,2
114.28571428571428,240.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.27142857142857135, 0.0]",2.2714285714285714,1
114.28571428571428,240.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.27142857142857135]",2.2714285714285714,2
114.28571428571428,240.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.27142857142857135]",2.2714285714285714,2
114.28571428571428,260.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0]",2.15,1
114.28571428571428,260.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
114.28571428571428,260.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
114.28571428571428,280.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.19857142857142862, 0.0]",2.1985714285714284,1
114.28571428571428,280.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.19857142857142862]",2.1985714285714284,2
114.28571428571428,280.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.19857142857142862]",2.1985714285714284,2
114.28571428571428,300.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.36857142857142866, 0.0]",2.3685714285714288,1
114.28571428571428,300.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.36857142857142866]",2.3685714285714288,2
114.28571428571428,300.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.36857142857142866]",2.3685714285714288,2
114.28571428571428,320.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5385714285714287, 0.0]",2.5385714285714287,1
114.28571428571428,320.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5385714285714287]",2.5385714285714287,2
114.28571428571428,320.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5385714285714287]",2.5385714285714287,2
114.28571428571428,340.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.7085714285714286, 0.0]",2.7085714285714286,1
114.28571428571428,340.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.7085714285714286]",2.7085714285714286,2
114.28571428571428,340.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.7085714285714286]",2.7085714285714286,2
131.42857142857144,60.0,50.0,below_gap,"[0.0, 0.7328571428571427, 0.0, 0.0, 0.6721428571428573, 0.0, 0.0, 1.0, 0.0]",2.405,7
131.42857142857144,60.0,100.0,below_gap,"[0.0, 0.0, 0.7328571428571427, 0.0, 0.0, 0.6721428571428573, 0.0, 0.0, 1.0]",2.405,8
131.42857142857144,60.0,150.0,below_gap,"[0.0, 0.0, 0.7328571428571427, 0.0, 0.0, 0.6721428571428573, 0.0, 0.0, 1.0]",2.405,8
131.42857142857144,80.0,50.0,aligned,"[0.0, 0.9028571428571427, 0.0, 0.0, 0.5021428571428572, 0.0, 0.0, 1.0, 0.0]",2.405,7
131.42857142857144,80.0,100.0,aligned,"[0.0, 0.0, 0.9028571428571427, 0.0, 0.0, 0.5021428571428572, 0.0, 0.0, 1.0]",2.405,8
131.42857142857144,80.0,150.0,aligned,"[0.0, 0.0, 0.9028571428571427, 0.0, 0.0, 0.5021428571428572, 0.0, 0.0, 1.0]",2.405,8
131.42857142857144,100.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.3321428571428573, 0.0, 0.0, 1.0, 0.0]",2.3321428571428573,1
131.42857142857144,100.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3321428571428573, 0.0, 0.0, 1.0]",2.3321428571428573,2
131.42857142857144,100.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3321428571428573, 0.0, 0.0, 1.0]",2.3321428571428573,2
131.42857142857144,120.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.16214285714285728, 0.0, 0.0, 1.0, 0.0]",2.1621428571428574,1
131.42857142857144,120.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.16214285714285728, 0.0, 0.0, 1.0]",2.1621428571428574,2
131.42857142857144,120.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.16214285714285728, 0.0, 0.0, 1.0]",2.1621428571428574,2
131.42857142857144,140.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
131.42857142857144,140.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
131.42857142857144,140.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
131.42857142857144,160.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.3078571428571427, 0.0, 0.0, 1.0, 0.0]",2.307857142857143,1
131.42857142857144,160.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3078571428571427, 0.0, 0.0, 1.0]",2.307857142857143,2
131.42857142857144,160.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3078571428571427, 0.0, 0.0, 1.0]",2.307857142857143,2
131.42857142857144,180.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 0.9271428571428573, 0.0]",2.4050000000000002,1
131.42857142857144,180.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 0.9271428571428573]",2.4050000000000002,2
131.42857142857144,180.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 0.9271428571428573]",2.4050000000000002,2
131.42857142857144,200.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 0.7571428571428572, 0.0]",2.405,1
131.42857142857144,200.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 0.7571428571428572]",2.405,2
131.42857142857144,200.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 0.7571428571428572]",2.405,2
131.42857142857144,220.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 0.5871428571428573, 0.0]",2.4050000000000002,1
131.42857142857144,220.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 0.5871428571428573]",2.405,2
131.42857142857144,220.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 0.5871428571428573]",2.405,2
131.42857142857144,240.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.9878571428571428, 0.0, 0.0, 0.41714285714285726, 0.0]",2.4050000000000002,1
131.42857142857144,240.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9878571428571428, 0.0, 0.0, 0.41714285714285726]",2.4050000000000002,2
131.42857142857144,240.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9878571428571428, 0.0, 0.0, 0.41714285714285726]",2.4050000000000002,2
131.42857142857144,260.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.24714285714285728, 0.0]",2.2471428571428573,1
131.42857142857144,260.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.24714285714285728]",2.2471428571428573,2
131.42857142857144,260.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.24714285714285728]",2.2471428571428573,2
131.42857142857144,280.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0]",2.15,1
131.42857142857144,280.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
131.42857142857144,280.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.15]",2.15,2
131.42857142857144,300.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.22285714285714273, 0.0]",2.2228571428571424,1
131.42857142857144,300.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.22285714285714273]",2.222857142857143,2
